invoice_id,entity,vendor_id,invoice_date,due_date,paid_date,amount,status,po_reference,is_duplicate
MC-INV5129,Meridian Coastal,6,2025-03-11,2025-03-26,2025-04-08,8041.68,Paid,PO-29025,0
MC-INV5130,Meridian Coastal,14,2025-03-02,2025-04-16,2025-05-04,2820.34,Paid,PO-13864,0
MC-INV5131,Meridian Coastal,14,2025-11-23,2026-01-07,2025-12-23,17275.14,Paid,PO-45887,0
MC-INV5132,Meridian Coastal,8,2025-11-12,2025-12-12,2025-11-21,4387.22,Paid,PO-40432,0
MC-INV5133,Meridian Coastal,6,2025-11-06,2025-11-21,2025-11-12,8751.81,Paid,PO-95140,0
MC-INV5134,Meridian Coastal,2,2025-01-17,2025-02-16,2025-02-08,17131.73,Paid,PO-64138,0
MC-INV5135,Meridian Coastal,8,2025-09-08,2025-10-08,2025-09-22,12772.28,Paid,PO-69971,0
MC-INV5136,Meridian Coastal,14,2025-06-10,2025-07-25,2025-07-20,10645.0,Paid,PO-80275,0
MC-INV5137,Meridian Coastal,15,2025-05-06,2025-06-05,2025-06-30,9668.19,Paid,PO-61853,0
MC-INV5138,Meridian Coastal,15,2025-05-06,2025-06-05,2025-06-30,9668.19,Paid,PO-61853,1
MC-INV5139,Meridian Coastal,15,2025-04-08,2025-05-08,2025-05-17,5738.57,Paid,PO-47475,0
MC-INV5140,Meridian Coastal,1,2025-08-26,2025-09-25,2025-09-07,15378.55,Paid,PO-69204,0
MC-INV5141,Meridian Coastal,14,2025-10-07,2025-11-21,2025-11-03,8423.76,Paid,PO-33445,0
MC-INV5142,Meridian Coastal,4,2025-12-21,2026-01-20,,12051.38,Unpaid,PO-31495,0
MC-INV5143,Meridian Coastal,16,2025-08-19,2025-09-18,2025-08-28,13128.57,Paid,PO-77065,0
MC-INV5144,Meridian Coastal,4,2025-10-17,2025-11-16,2025-10-26,16138.45,Paid,PO-29672,0
MC-INV5145,Meridian Coastal,17,2025-05-28,2025-07-12,2025-07-20,2564.33,Paid,,0
MC-INV5146,Meridian Coastal,6,2025-01-03,2025-01-18,2025-01-26,11306.51,Paid,PO-74679,0
MC-INV5147,Meridian Coastal,8,2025-11-04,2025-12-04,2025-11-20,5253.37,Paid,PO-92396,0
MC-INV5148,Meridian Coastal,4,2025-01-19,2025-02-18,2025-03-02,2817.62,Paid,PO-14250,0
MC-INV5149,Meridian Coastal,16,2025-08-02,2025-09-01,2025-08-13,5368.38,Paid,PO-96628,0
MC-INV5150,Meridian Coastal,8,2025-07-04,2025-08-03,2025-07-13,17242.65,Paid,PO-22206,0
MC-INV5151,Meridian Coastal,6,2025-02-03,2025-02-18,2025-02-28,12896.27,Paid,PO-45968,0
MC-INV5152,Meridian Coastal,16,2025-10-20,2025-11-19,2025-10-31,13540.52,Paid,PO-92441,0
MC-INV5153,Meridian Coastal,10,2025-08-07,2025-09-06,2025-08-14,9790.93,Paid,PO-91689,0
MC-INV5154,Meridian Coastal,17,2025-09-10,2025-10-25,2025-10-03,14976.44,Paid,PO-89876,0
MC-INV5155,Meridian Coastal,15,2025-08-27,2025-09-26,2025-09-04,15712.08,Paid,PO-90649,0
MC-INV5156,Meridian Coastal,2,2025-01-06,2025-02-05,2025-02-13,11905.35,Paid,PO-46913,0
MC-INV5157,Meridian Coastal,15,2025-02-28,2025-03-30,2025-04-07,13442.68,Paid,PO-90739,0
MC-INV5158,Meridian Coastal,18,2025-09-03,2025-10-03,2025-09-10,16961.59,Paid,PO-14660,0
MC-INV5159,Meridian Coastal,4,2025-08-25,2025-09-24,2025-09-04,13776.43,Paid,PO-78298,0
MC-INV5160,Meridian Coastal,8,2025-12-17,2026-01-16,2025-12-23,6237.05,Paid,PO-56346,0
MC-INV5161,Meridian Coastal,6,2025-03-26,2025-04-10,2025-04-13,11071.77,Paid,PO-50407,0
MC-INV5162,Meridian Coastal,2,2025-07-10,2025-08-09,2025-07-18,8442.48,Paid,PO-49666,0
MC-INV5163,Meridian Coastal,2,2025-02-17,2025-03-19,2025-03-29,9006.87,Paid,,0
MC-INV5164,Meridian Coastal,4,2025-03-15,2025-04-14,2025-04-26,14269.98,Paid,PO-22878,0
MC-INV5165,Meridian Coastal,15,2025-08-24,2025-09-23,2025-08-29,2275.59,Paid,PO-50760,0
MC-INV5166,Meridian Coastal,15,2025-02-22,2025-03-24,2025-04-16,9702.6,Paid,PO-96374,0
MC-INV5167,Meridian Coastal,15,2025-02-22,2025-03-24,2025-04-16,9702.6,Paid,PO-96374,1
MC-INV5168,Meridian Coastal,2,2025-04-09,2025-05-09,2025-05-18,14330.64,Paid,,0
MC-INV5169,Meridian Coastal,6,2025-09-21,2025-10-06,2025-09-27,2028.59,Paid,PO-81110,0
MC-INV5170,Meridian Coastal,8,2025-05-06,2025-06-05,2025-06-20,16522.66,Paid,PO-80854,0
MC-INV5171,Meridian Coastal,15,2025-02-14,2025-03-16,2025-04-03,7975.65,Paid,PO-33459,0
MC-INV5172,Meridian Coastal,8,2025-07-02,2025-08-01,2025-07-09,13231.69,Paid,PO-97932,0
MC-INV5173,Meridian Coastal,14,2025-08-28,2025-10-12,2025-09-27,1934.78,Paid,PO-50683,0
MC-INV5174,Meridian Coastal,1,2025-11-12,2025-12-12,2025-11-21,3514.53,Paid,PO-97186,0
MC-INV5175,Meridian Coastal,17,2025-02-27,2025-04-13,2025-05-03,6598.94,Paid,PO-70455,0
MC-INV5176,Meridian Coastal,16,2025-07-27,2025-08-26,2025-08-08,6129.71,Paid,PO-95124,0
MC-INV5177,Meridian Coastal,8,2025-05-05,2025-06-04,2025-06-01,10204.86,Paid,PO-73225,0
MC-INV5178,Meridian Coastal,11,2025-10-18,2025-11-17,2025-10-28,4483.43,Paid,PO-96849,0
MC-INV5179,Meridian Coastal,8,2025-08-26,2025-09-25,2025-09-01,6120.69,Paid,PO-22799,0
MC-INV5180,Meridian Coastal,8,2025-07-14,2025-08-13,2025-07-21,1278.2,Paid,PO-38522,0
MC-INV5181,Meridian Coastal,17,2025-09-30,2025-11-14,2025-10-28,5499.08,Paid,PO-90684,0
MC-INV5182,Meridian Coastal,18,2025-06-05,2025-07-05,2025-08-04,13321.47,Paid,PO-55123,0
MC-INV5183,Meridian Coastal,1,2025-05-31,2025-06-30,2025-07-01,1295.23,Paid,PO-81943,0
MC-INV5184,Meridian Coastal,1,2025-05-31,2025-06-30,2025-07-01,1295.23,Paid,PO-81943,1
MC-INV5185,Meridian Coastal,10,2025-01-16,2025-02-15,2025-02-28,7384.82,Paid,PO-51697,0
MC-INV5186,Meridian Coastal,17,2025-03-13,2025-04-27,2025-05-22,3603.96,Paid,PO-60409,0
MC-INV5187,Meridian Coastal,18,2025-03-06,2025-04-05,2025-04-19,438.24,Paid,PO-73792,0
MC-INV5188,Meridian Coastal,18,2025-08-01,2025-08-31,2025-08-11,15933.8,Paid,PO-89223,0
MC-INV5189,Meridian Coastal,17,2025-07-16,2025-08-30,2025-08-08,11243.92,Paid,PO-85751,0
MC-INV5190,Meridian Coastal,8,2025-07-07,2025-08-06,2025-07-18,764.03,Paid,PO-14963,0
MC-INV5191,Meridian Coastal,16,2025-03-14,2025-04-13,2025-04-23,15919.08,Paid,PO-46624,0
MC-INV5192,Meridian Coastal,17,2025-11-19,2026-01-03,2025-12-10,13759.94,Paid,PO-97650,0
MC-INV5193,Meridian Coastal,4,2025-10-01,2025-10-31,2025-10-11,9557.37,Paid,PO-71503,0
MC-INV5194,Meridian Coastal,10,2025-03-27,2025-04-26,2025-04-28,798.24,Paid,PO-88333,0
MC-INV5195,Meridian Coastal,8,2025-03-28,2025-04-27,2025-04-27,5503.67,Paid,,0
MC-INV5196,Meridian Coastal,10,2025-05-10,2025-06-09,2025-06-15,2582.09,Paid,PO-46827,0
MC-INV5197,Meridian Coastal,8,2025-03-19,2025-04-18,2025-04-25,3368.58,Paid,PO-40958,0
MC-INV5198,Meridian Coastal,1,2025-11-01,2025-12-01,2025-11-08,17287.83,Paid,PO-30204,0
MC-INV5199,Meridian Coastal,17,2025-11-23,2026-01-07,2025-12-19,15597.64,Paid,PO-17120,0
MC-INV5200,Meridian Coastal,17,2025-06-04,2025-07-19,2025-08-10,8889.49,Paid,PO-79798,0
MC-INV5201,Meridian Coastal,11,2025-01-07,2025-02-06,2025-02-14,7159.78,Paid,PO-51377,0
MC-INV5202,Meridian Coastal,6,2025-11-23,2025-12-08,2025-12-01,6642.75,Paid,PO-66595,0
MC-INV5203,Meridian Coastal,16,2025-05-11,2025-06-10,2025-06-16,14337.32,Paid,PO-41692,0
MC-INV5204,Meridian Coastal,1,2025-06-10,2025-07-10,2025-07-14,10198.69,Paid,,0
MC-INV5205,Meridian Coastal,16,2025-12-17,2026-01-16,2025-12-25,5348.5,Paid,,0
MC-INV5206,Meridian Coastal,2,2025-11-03,2025-12-03,2025-11-13,11858.82,Paid,PO-25725,0
MC-INV5207,Meridian Coastal,8,2025-04-05,2025-05-05,2025-05-28,4798.71,Paid,PO-71204,0
MC-INV5208,Meridian Coastal,11,2025-12-21,2026-01-20,2025-12-28,16727.23,Paid,PO-52389,0
MC-INV5209,Meridian Coastal,4,2025-01-31,2025-03-02,2025-03-13,3415.01,Paid,PO-19096,0
MC-INV5210,Meridian Coastal,16,2025-03-15,2025-04-14,2025-05-12,10070.6,Paid,,0
